,u,i,ts,label,idx
308,170,115,16337160.0,0,309
309,170,166,16337160.0,0,310
310,170,166,16337160.0,0,311
311,170,166,16337160.0,0,312
312,170,166,16337160.0,0,313
313,115,166,16339800.0,0,314
314,115,166,16339800.0,0,315
315,115,166,16339800.0,0,316
316,115,166,16339800.0,0,317
317,115,170,16339800.0,0,318
318,115,170,16339800.0,0,319
319,115,108,16584360.0,0,320
320,115,108,16584360.0,0,321
321,108,115,16589160.0,0,322
322,108,115,16589160.0,0,323
323,39,66,16595580.0,0,324
324,39,66,16595580.0,0,325
325,170,111,16602780.0,0,326
326,170,111,16602780.0,0,327
327,170,115,16610940.0,0,328
328,170,115,16610940.0,0,329
329,156,170,16664700.0,0,330
330,156,170,16664700.0,0,331
331,108,115,16667160.0,0,332
332,108,115,16667160.0,0,333
333,108,115,16667160.0,0,334
334,108,115,16667160.0,0,335
335,39,12,16667580.0,0,336
336,39,12,16667580.0,0,337
337,156,111,16682460.0,0,338
338,156,111,16682460.0,0,339
339,156,111,16682460.0,0,340
340,156,111,16682460.0,0,341
341,170,115,16693140.0,0,342
342,170,115,16693140.0,0,343
343,170,111,16758660.0,0,344
344,170,111,16758660.0,0,345
345,170,115,16758660.0,0,346
346,170,115,16758660.0,0,347
347,170,156,16758660.0,0,348
348,170,156,16758660.0,0,349
349,170,166,16758660.0,0,350
350,170,166,16758660.0,0,351
351,170,111,16765800.0,0,352
352,170,111,16765800.0,0,353
353,170,47,16832400.0,0,354
354,170,47,16832400.0,0,355
355,39,12,16836300.0,0,356
356,39,12,16836300.0,0,357
357,66,23,16852920.0,0,358
358,66,161,16852920.0,0,359
359,170,115,16855740.0,0,360
360,170,115,16855740.0,0,361
361,170,115,16856220.0,0,362
362,170,115,16856220.0,0,363
363,170,115,16856220.0,0,364
364,170,115,16856220.0,0,365
365,170,166,16925640.0,0,366
366,170,166,16925640.0,0,367
367,170,111,16944960.0,0,368
368,170,111,16944960.0,0,369
369,170,115,16944960.0,0,370
370,170,115,16944960.0,0,371
371,170,156,16944960.0,0,372
372,170,156,16944960.0,0,373
373,170,166,16944960.0,0,374
374,170,166,16944960.0,0,375
375,156,111,16953480.0,0,376
376,156,111,16953480.0,0,377
377,156,111,17278260.0,0,378
378,156,111,17278260.0,0,379
379,115,39,17281020.0,0,380
380,115,39,17281020.0,0,381
381,170,111,17283660.0,0,382
382,170,111,17283660.0,0,383
383,170,115,17283660.0,0,384
384,170,115,17283660.0,0,385
385,170,156,17283660.0,0,386
386,170,156,17283660.0,0,387
387,170,166,17283660.0,0,388
388,170,166,17283660.0,0,389
389,170,7,17353980.0,0,390
390,170,7,17353980.0,0,391
391,170,111,17353980.0,0,392
392,170,111,17353980.0,0,393
393,170,115,17353980.0,0,394
394,170,115,17353980.0,0,395
395,170,156,17353980.0,0,396
396,170,156,17353980.0,0,397
397,170,166,17353980.0,0,398
398,170,166,17353980.0,0,399
399,115,111,17357220.0,0,400
400,115,111,17357220.0,0,401
401,115,156,17357220.0,0,402
402,115,156,17357220.0,0,403
403,115,166,17357220.0,0,404
404,115,166,17357220.0,0,405
405,115,170,17357220.0,0,406
406,115,170,17357220.0,0,407
407,115,111,17357460.0,0,408
408,115,111,17357460.0,0,409
409,115,156,17357460.0,0,410
410,115,156,17357460.0,0,411
411,115,166,17357460.0,0,412
412,115,166,17357460.0,0,413
413,115,170,17357460.0,0,414
414,115,170,17357460.0,0,415
415,39,12,17369700.0,0,416
416,39,12,17369700.0,0,417
417,39,12,17369700.0,0,418
418,39,12,17369700.0,0,419
419,170,115,17723340.0,0,420
420,170,115,17723340.0,0,421
421,170,115,17898960.0,0,422
422,170,115,17898960.0,0,423
423,170,115,17898960.0,0,424
424,170,115,17898960.0,0,425
425,108,115,17973960.0,0,426
426,108,115,17973960.0,0,427
427,108,115,17980680.0,0,428
428,108,115,17980680.0,0,429
429,108,115,17980680.0,0,430
430,108,115,17980680.0,0,431
431,108,115,18163560.0,0,432
432,108,115,18163560.0,0,433
433,115,156,18339360.0,0,434
434,115,156,18339360.0,0,435
435,156,115,18392700.0,0,436
436,156,115,18392700.0,0,437
437,39,12,18394380.0,0,438
438,39,12,18394380.0,0,439
439,115,108,18397440.0,0,440
440,115,108,18397440.0,0,441
441,51,168,18418380.0,0,442
442,51,168,18418380.0,0,443
443,51,51,18428940.0,0,444
444,51,51,18428940.0,0,445
445,39,12,18478140.0,0,446
446,39,12,18478140.0,0,447
447,51,168,18513180.0,0,448
448,51,168,18513180.0,0,449
449,170,115,18567000.0,0,450
450,170,115,18567000.0,0,451
451,146,129,18571860.0,0,452
452,146,129,18571860.0,0,453
453,115,108,18574200.0,0,454
454,115,108,18574200.0,0,455
455,115,108,18576840.0,0,456
456,115,108,18576840.0,0,457
457,39,97,18581520.0,0,458
458,39,97,18581520.0,0,459
459,115,113,18582540.0,0,460
460,115,113,18582540.0,0,461
461,115,113,18582540.0,0,462
462,115,113,18582540.0,0,463
463,170,115,18597000.0,0,464
464,170,115,18597000.0,0,465
465,161,23,18652860.0,0,466
466,51,168,18660840.0,0,467
467,51,168,18660840.0,0,468
468,51,168,18762420.0,0,469
469,51,168,18762420.0,0,470
470,161,23,19109040.0,0,471
471,156,115,19256220.0,0,472
472,156,115,19256220.0,0,473
473,115,108,19258680.0,0,474
474,115,108,19258680.0,0,475
475,115,108,19270380.0,0,476
476,115,108,19270380.0,0,477
477,115,108,19270380.0,0,478
478,115,108,19270380.0,0,479
479,115,108,19275060.0,0,480
480,115,108,19275060.0,0,481
481,115,108,19275060.0,0,482
482,115,108,19275060.0,0,483
483,115,108,19285740.0,0,484
484,115,108,19285740.0,0,485
485,113,108,19344000.0,0,486
486,113,108,19344000.0,0,487
487,115,166,19375320.0,0,488
488,115,166,19375320.0,0,489
489,51,168,19603200.0,0,490
490,51,168,19603200.0,0,491
491,115,111,19624620.0,0,492
492,115,111,19624620.0,0,493
493,115,156,19624620.0,0,494
494,115,156,19624620.0,0,495
495,115,170,19624620.0,0,496
496,115,170,19624620.0,0,497
497,51,168,19690980.0,0,498
498,51,168,19690980.0,0,499
499,51,168,19692240.0,0,500
500,51,168,19692240.0,0,501
501,51,168,19697580.0,0,502
502,51,168,19697580.0,0,503
503,115,108,19705980.0,0,504
504,115,108,19705980.0,0,505
505,115,108,19705980.0,0,506
506,115,108,19705980.0,0,507
507,156,111,19860180.0,0,508
508,156,111,19860180.0,0,509
509,115,111,19894740.0,0,510
510,115,111,19894740.0,0,511
511,108,115,20240160.0,0,512
512,108,115,20240160.0,0,513
513,161,23,20293020.0,0,514
514,156,111,20302800.0,0,515
515,156,111,20302800.0,0,516
516,156,111,20304120.0,0,517
517,156,111,20304120.0,0,518
518,156,115,20304120.0,0,519
519,156,115,20304120.0,0,520
520,156,166,20304120.0,0,521
521,156,166,20304120.0,0,522
522,156,170,20304120.0,0,523
523,156,170,20304120.0,0,524
524,170,111,20315220.0,0,525
525,170,111,20315220.0,0,526
526,170,115,20315220.0,0,527
527,170,115,20315220.0,0,528
528,170,156,20315220.0,0,529
529,170,156,20315220.0,0,530
530,170,166,20315220.0,0,531
531,170,166,20315220.0,0,532
532,108,115,20389260.0,0,533
533,108,115,20389260.0,0,534
534,146,52,20402160.0,0,535
535,146,52,20402160.0,0,536
536,146,113,20408460.0,0,537
537,170,111,20412540.0,0,538
538,170,111,20412540.0,0,539
539,170,115,20412540.0,0,540
540,170,115,20412540.0,0,541
541,170,156,20412540.0,0,542
542,170,156,20412540.0,0,543
543,170,166,20412540.0,0,544
544,170,166,20412540.0,0,545
545,108,52,20485500.0,0,546
546,108,52,20485500.0,0,547
547,108,108,20485500.0,0,548
548,108,108,20485500.0,0,549
549,108,115,20485500.0,0,550
550,108,115,20485500.0,0,551
551,156,111,20486820.0,0,552
552,156,111,20486820.0,0,553
553,156,115,20486820.0,0,554
554,156,115,20486820.0,0,555
555,156,166,20486820.0,0,556
556,156,166,20486820.0,0,557
557,156,170,20486820.0,0,558
558,156,170,20486820.0,0,559
559,146,113,20567280.0,0,560
560,146,113,20567280.0,0,561
561,161,23,20572560.0,0,562
562,156,115,20813280.0,0,563
563,156,115,20813280.0,0,564
564,156,115,20813280.0,0,565
565,156,115,20813280.0,0,566
566,115,111,20834220.0,0,567
567,115,111,20834220.0,0,568
568,156,115,20836200.0,0,569
569,156,115,20836200.0,0,570
570,115,156,20914380.0,0,571
571,115,156,20914380.0,0,572
572,39,146,20916180.0,0,573
573,39,146,20916180.0,0,574
574,156,115,20987280.0,0,575
575,156,115,20987280.0,0,576
576,156,115,20987280.0,0,577
577,156,115,20987280.0,0,578
578,156,115,20997240.0,0,579
579,156,115,20997240.0,0,580
580,115,108,21007800.0,0,581
581,115,108,21007800.0,0,582
582,156,115,21015420.0,0,583
583,156,115,21015420.0,0,584
584,170,115,21070440.0,0,585
585,170,115,21070440.0,0,586
586,170,115,21070440.0,0,587
587,170,115,21070440.0,0,588
588,115,108,21073620.0,0,589
589,115,108,21073620.0,0,590
590,39,12,21079200.0,0,591
591,39,12,21079200.0,0,592
592,39,12,21091260.0,0,593
593,39,12,21091260.0,0,594
594,156,115,21099540.0,0,595
595,156,115,21099540.0,0,596
596,166,156,21159480.0,0,597
597,166,156,21159480.0,0,598
598,170,111,21176100.0,0,599
599,170,111,21176100.0,0,600
600,170,115,21176100.0,0,601
601,170,115,21176100.0,0,602
602,170,156,21176100.0,0,603
603,170,156,21176100.0,0,604
604,170,166,21176100.0,0,605
605,170,166,21176100.0,0,606
606,30,23,21177840.0,0,607
607,30,50,21177840.0,0,608
608,30,66,21177840.0,0,609
609,108,115,21413640.0,0,610
610,108,115,21413640.0,0,611
611,108,115,21413640.0,0,612
612,108,115,21413640.0,0,613
613,39,12,21436980.0,0,614
614,39,12,21436980.0,0,615
615,39,113,21500520.0,0,616
616,39,113,21500520.0,0,617
617,39,97,21507240.0,0,618
618,39,97,21507240.0,0,619
619,108,115,21508620.0,0,620
620,108,115,21508620.0,0,621
621,108,115,21508620.0,0,622
622,108,115,21508620.0,0,623
623,170,115,21517740.0,0,624
624,170,115,21517740.0,0,625
625,170,115,21517740.0,0,626
626,170,115,21517740.0,0,627
627,108,115,21522300.0,0,628
628,108,115,21522300.0,0,629
629,39,97,21531540.0,0,630
630,39,97,21531540.0,0,631
631,115,108,21605280.0,0,632
632,115,108,21605280.0,0,633
633,115,108,21605280.0,0,634
634,115,108,21605280.0,0,635
635,108,115,21680400.0,0,636
636,108,115,21680400.0,0,637
637,115,111,21683820.0,0,638
638,115,111,21683820.0,0,639
639,115,111,21683820.0,0,640
640,115,111,21683820.0,0,641
641,115,111,21683820.0,0,642
642,115,111,21683820.0,0,643
643,115,111,21683820.0,0,644
644,115,111,21683820.0,0,645
645,115,156,21683820.0,0,646
646,115,156,21683820.0,0,647
647,115,156,21683820.0,0,648
648,115,156,21683820.0,0,649
649,115,166,21683820.0,0,650
650,115,166,21683820.0,0,651
651,115,166,21683820.0,0,652
652,115,166,21683820.0,0,653
653,115,166,21683820.0,0,654
654,115,166,21683820.0,0,655
655,115,166,21683820.0,0,656
656,115,166,21683820.0,0,657
657,115,170,21683820.0,0,658
658,115,170,21683820.0,0,659
659,115,170,21683820.0,0,660
660,115,170,21683820.0,0,661
661,115,170,21683820.0,0,662
662,115,170,21683820.0,0,663
663,115,170,21683820.0,0,664
664,115,170,21683820.0,0,665
665,115,66,21684060.0,0,666
666,115,66,21684060.0,0,667
667,108,115,21761940.0,0,668
668,108,115,21761940.0,0,669
669,156,115,21764220.0,0,670
670,156,115,21764220.0,0,671
671,156,111,21772140.0,0,672
672,156,111,21772140.0,0,673
673,156,111,21772140.0,0,674
674,156,111,21772140.0,0,675
675,156,111,21773760.0,0,676
676,156,111,21773760.0,0,677
677,156,111,21773880.0,0,678
678,156,111,21773880.0,0,679
679,156,115,21780360.0,0,680
680,156,115,21780360.0,0,681
681,108,52,21781860.0,0,682
682,108,52,21781860.0,0,683
683,108,52,21781860.0,0,684
684,108,52,21781860.0,0,685
685,108,115,21781860.0,0,686
686,108,115,21781860.0,0,687
687,115,156,21786480.0,0,688
688,115,156,21786480.0,0,689
689,39,12,22037580.0,0,690
690,39,12,22037580.0,0,691
691,170,115,22044540.0,0,692
692,170,115,22044540.0,0,693
693,115,156,22051800.0,0,694
694,115,156,22051800.0,0,695
695,156,115,22056600.0,0,696
696,156,115,22056600.0,0,697
697,156,166,22106400.0,0,698
698,156,166,22106400.0,0,699
699,166,156,22117740.0,0,700
700,166,156,22117740.0,0,701
701,166,156,22117740.0,0,702
702,166,156,22117740.0,0,703
703,108,115,22158600.0,0,704
704,108,115,22158600.0,0,705
705,108,115,22158600.0,0,706
706,108,115,22158600.0,0,707
707,156,111,22193100.0,0,708
708,156,111,22193100.0,0,709
709,156,111,22195260.0,0,710
710,156,111,22195260.0,0,711
711,170,39,22195260.0,0,712
712,170,39,22195260.0,0,713
713,156,111,22201440.0,0,714
714,156,111,22201440.0,0,715
715,156,166,22212600.0,0,716
716,156,166,22212600.0,0,717
717,30,23,22222380.0,0,718
718,30,50,22222380.0,0,719
719,30,66,22222380.0,0,720
720,30,161,22222380.0,0,721
721,108,115,22251720.0,0,722
722,108,115,22251720.0,0,723
723,108,115,22251720.0,0,724
724,108,115,22251720.0,0,725
725,115,39,22293720.0,0,726
726,115,39,22293720.0,0,727
727,115,66,22293720.0,0,728
728,115,66,22293720.0,0,729
729,115,161,22293720.0,0,730
730,115,161,22293720.0,0,731
731,161,66,22307820.0,0,732
732,161,66,22307820.0,0,733
733,161,66,22307820.0,0,734
734,161,66,22307820.0,0,735
735,161,115,22307820.0,0,736
736,161,115,22307820.0,0,737
737,115,66,22311240.0,0,738
738,115,66,22311240.0,0,739
739,170,111,22365180.0,0,740
740,170,111,22365180.0,0,741
741,115,108,22370700.0,0,742
742,115,108,22370700.0,0,743
743,115,39,22371180.0,0,744
744,115,39,22371180.0,0,745
745,115,66,22371180.0,0,746
746,115,66,22371180.0,0,747
747,115,161,22371180.0,0,748
748,115,161,22371180.0,0,749
749,115,170,22388880.0,0,750
750,115,170,22388880.0,0,751
751,18,23,22395120.0,0,752
752,18,23,22395120.0,0,753
753,115,108,22398420.0,0,754
754,115,108,22398420.0,0,755
755,115,108,22621500.0,0,756
756,115,108,22621500.0,0,757
757,115,170,22628040.0,0,758
758,115,170,22628040.0,0,759
759,156,111,22632720.0,0,760
760,156,111,22632720.0,0,761
761,115,170,22633560.0,0,762
762,115,170,22633560.0,0,763
763,115,39,22644780.0,0,764
764,115,39,22644780.0,0,765
765,115,66,22644780.0,0,766
766,115,66,22644780.0,0,767
767,115,161,22644780.0,0,768
768,115,161,22644780.0,0,769
769,156,111,22657440.0,0,770
770,156,111,22657440.0,0,771
771,156,111,22721040.0,0,772
772,156,111,22721040.0,0,773
773,156,111,22728360.0,0,774
774,156,111,22728360.0,0,775
775,158,156,22742340.0,0,776
776,158,156,22742340.0,0,777
777,115,156,22745700.0,0,778
778,115,156,22745700.0,0,779
779,18,18,22820040.0,0,780
780,18,18,22820040.0,0,781
781,18,23,22820040.0,0,782
782,18,23,22820040.0,0,783
783,18,27,22820040.0,0,784
784,156,115,22820280.0,0,785
785,156,115,22820280.0,0,786
786,156,115,22820280.0,0,787
787,156,115,22820280.0,0,788
788,39,66,22899240.0,0,789
789,39,66,22899240.0,0,790
790,39,66,22899240.0,0,791
791,39,66,22899240.0,0,792
792,39,97,22899240.0,0,793
793,39,97,22899240.0,0,794
794,51,168,22915620.0,0,795
795,51,168,22915620.0,0,796
796,115,156,22921620.0,0,797
797,115,156,22921620.0,0,798
798,115,170,22970880.0,0,799
799,115,170,22970880.0,0,800
800,156,115,22970940.0,0,801
801,156,115,22970940.0,0,802
802,156,111,22971840.0,0,803
803,156,111,22971840.0,0,804
804,115,170,22979940.0,0,805
805,115,170,22979940.0,0,806
806,115,170,22979940.0,0,807
807,115,170,22979940.0,0,808
808,30,23,23261460.0,0,809
809,30,66,23261460.0,0,810
810,30,161,23261460.0,0,811
811,115,170,23304600.0,0,812
812,115,170,23304600.0,0,813
813,108,115,23318880.0,0,814
814,108,115,23318880.0,0,815
815,156,111,23324340.0,0,816
816,156,111,23324340.0,0,817
817,101,101,23325660.0,0,818
818,101,101,23325660.0,0,819
819,101,101,23325660.0,0,820
820,101,101,23325660.0,0,821
821,101,101,23325660.0,0,822
822,101,101,23325660.0,0,823
823,66,23,23333580.0,0,824
824,156,115,23340960.0,0,825
825,156,115,23340960.0,0,826
826,156,111,23405760.0,0,827
827,156,111,23405760.0,0,828
828,156,166,23405760.0,0,829
829,156,166,23405760.0,0,830
830,156,166,23412480.0,0,831
831,156,166,23412480.0,0,832
832,170,111,23413440.0,0,833
833,170,111,23413440.0,0,834
834,170,115,23413440.0,0,835
835,170,115,23413440.0,0,836
836,170,156,23413440.0,0,837
837,170,156,23413440.0,0,838
838,170,166,23413440.0,0,839
839,170,166,23413440.0,0,840
840,156,166,23421720.0,0,841
841,156,166,23421720.0,0,842
842,156,115,23488500.0,0,843
843,156,115,23488500.0,0,844
844,156,111,23491860.0,0,845
845,156,111,23491860.0,0,846
846,156,115,23491860.0,0,847
847,156,115,23491860.0,0,848
848,156,166,23491860.0,0,849
849,156,166,23491860.0,0,850
850,156,170,23491860.0,0,851
851,156,170,23491860.0,0,852
852,156,166,23518440.0,0,853
853,156,166,23518440.0,0,854
854,170,156,23519580.0,0,855
855,170,156,23519580.0,0,856
856,108,115,23573580.0,0,857
857,108,115,23573580.0,0,858
858,108,115,23573580.0,0,859
859,108,115,23573580.0,0,860
860,170,111,23580240.0,0,861
861,170,111,23580240.0,0,862
862,170,115,23580240.0,0,863
863,170,115,23580240.0,0,864
864,170,156,23580240.0,0,865
865,170,156,23580240.0,0,866
866,170,166,23580240.0,0,867
867,170,166,23580240.0,0,868
868,115,39,23585580.0,0,869
869,115,39,23585580.0,0,870
870,115,66,23585580.0,0,871
871,115,66,23585580.0,0,872
872,115,108,23585580.0,0,873
873,115,108,23585580.0,0,874
